"Kenya","51","Production Quantity","1985","tonnes","10.00000","F "
"Lebanon","31","Area Harvested","1985","Ha","3450.00000","F "
"Lebanon","41","Yield","1985","Hg/Ha","86956.00000","Fc"
"Lebanon","51","Production Quantity","1985","tonnes","30000.00000","F "
"Libyan Arab Jamahiriya","31","Area Harvested","1985","Ha","3000.00000","F "
"Libyan Arab Jamahiriya","41","Yield","1985","Hg/Ha","36666.00000","Fc"
"Libyan Arab Jamahiriya","51","Production Quantity","1985","tonnes","11000.00000","F "
"Madagascar","31","Area Harvested","1985","Ha","125.00000",""
"Madagascar","41","Yield","1985","Hg/Ha","96000.00000","Fc"
"Madagascar","51","Production Quantity","1985","tonnes","1200.00000",""
"Malta","31","Area Harvested","1985","Ha","0.00000","NR"
"Malta","41","Yield","1985","Hg/Ha","0.00000","NR"
"Malta","51","Production Quantity","1985","tonnes","0.00000","NR"
"Mexico","31","Area Harvested","1985","Ha","623.00000",""
"Mexico","41","Yield","1985","Hg/Ha","56565.00000","Fc"
"Mexico","51","Production Quantity","1985","tonnes","3524.00000",""
"Morocco","31","Area Harvested","1985","Ha","12300.00000","F "
"Morocco","41","Yield","1985","Hg/Ha","59349.00000","Fc"
"Morocco","51","Production Quantity","1985","tonnes","73000.00000","F "
"Nepal","31","Area Harvested","1985","Ha","0.00000","NR"
"Nepal","41","Yield","1985","Hg/Ha","0.00000","NR"
"Nepal","51","Production Quantity","1985","tonnes","0.00000","NR"
"New Zealand","31","Area Harvested","1985","Ha","750.00000",""
"New Zealand","41","Yield","1985","Hg/Ha","125000.00000","Fc"
"New Zealand","51","Production Quantity","1985","tonnes","9375.00000",""
"Occupied Palestinian Territory","31","Area Harvested","1985","Ha","0.00000","NR"
"Occupied Palestinian Territory","41","Yield","1985","Hg/Ha","0.00000","NR"
"Occupied Palestinian Territory","51","Production Quantity","1985","tonnes","0.00000","NR"
"Pakistan","31","Area Harvested","1985","Ha","4900.00000",""
"Pakistan","41","Yield","1985","Hg/Ha","109795.00000","Fc"
"Pakistan","51","Production Quantity","1985","tonnes","53800.00000",""
"Peru","31","Area Harvested","1985","Ha","45.00000",""
"Peru","41","Yield","1985","Hg/Ha","70000.00000","Fc"
"Peru","51","Production Quantity","1985","tonnes","315.00000",""
"Poland","31","Area Harvested","1985","Ha","0.00000","NR"
"Poland","41","Yield","1985","Hg/Ha","0.00000","NR"
"Poland","51","Production Quantity","1985","tonnes","0.00000","NR"
"Portugal","31","Area Harvested","1985","Ha","2467.00000",""
"Portugal","41","Yield","1985","Hg/Ha","21240.00000","Fc"
"Portugal","51","Production Quantity","1985","tonnes","5240.00000",""
"Romania","31","Area Harvested","1985","Ha","8000.00000","F "
"Romania","41","Yield","1985","Hg/Ha","53125.00000","Fc"
"Romania","51","Production Quantity","1985","tonnes","42500.00000",""
"South Africa","31","Area Harvested","1985","Ha","3300.00000","F "
"South Africa","41","Yield","1985","Hg/Ha","98818.00000","Fc"
"South Africa","51","Production Quantity","1985","tonnes","32610.00000",""
"Spain","31","Area Harvested","2004","Ha","19858.00000",""
"Spain","31","Area Harvested","1985","Ha","20000.00000",""
"Spain","41","Yield","1985","Hg/Ha","75332.00000","Fc"
"Spain","51","Production Quantity","1985","tonnes","150664.00000",""
"Switzerland","31","Area Harvested","1985","Ha","700.00000","F "
"Switzerland","41","Yield","1985","Hg/Ha","142857.00000","Fc"
"Switzerland","51","Production Quantity","1985","tonnes","10000.00000",""
"Syrian Arab Republic","31","Area Harvested","1985","Ha","10100.00000","F "
"Syrian Arab Republic","41","Yield","1985","Hg/Ha","79717.00000","Fc"
"Syrian Arab Republic","51","Production Quantity","1985","tonnes","80515.00000",""
"Tunisia","31","Area Harvested","1985","Ha","15000.00000",""
"Tunisia","41","Yield","1985","Hg/Ha","12999.00000","Fc"
"Tunisia","51","Production Quantity","1985","tonnes","19500.00000",""
"Turkey","31","Area Harvested","1985","Ha","47250.00000",""
"Turkey","41","Yield","1985","Hg/Ha","42751.00000","Fc"
"Turkey","51","Production Quantity","1985","tonnes","202000.00000",""
"United States of America","31","Area Harvested","1985","Ha","8093.00000",""
"United States of America","41","Yield","1985","Hg/Ha","146842.00000","Fc"
"United States of America","51","Production Quantity","1985","tonnes","118840.00000",""
"USSR","31","Area Harvested","1985","Ha","45000.00000","F "
"USSR","41","Yield","1985","Hg/Ha","45555.00000","Fc"
"USSR","51","Production Quantity","1985","tonnes","205000.00000","F "
"Yemen","31","Area Harvested","1985","Ha","1897.00000",""
"Yemen","41","Yield","1985","Hg/Ha","29182.00000","Fc"
"Yemen","51","Production Quantity","1985","tonnes","5536.00000",""
"Yugoslav SFR","31","Area Harvested","1985","Ha","6400.00000","F "
"Yugoslav SFR","41","Yield","1985","Hg/Ha","41296.00000","Fc"
"Yugoslav SFR","51","Production Quantity","1985","tonnes","26430.00000",""
"Zimbabwe","31","Area Harvested","1985","Ha","20.00000","F "
"Zimbabwe","41","Yield","1985","Hg/Ha","23500.00000","Fc"
"Zimbabwe","51","Production Quantity","1985","tonnes","47.00000",""
